ID;AnoNascimento;Escolaridade;EstadoCivil;Renda;GastoComVinhos;GastoComCarnes;ComprasWeb;ComprasLoja
10613;1958;PhD;Together;37334.0;26;2;0;4
67;1972;Master;Single;46423.0;68;0;0;7
6019;1971;PhD;Married;37126.0;45;4;2;6
5863;1953;Graduation;Married;47703.0;359;13;3;5
3717;1959;Graduation;Married;61180.0;403;6;5;3
6730;1954;Graduation;Married;38998.0;34;0;0;8
10749;1991;Graduation;Single;8028.0;73;7;1;19
4998;1962;Graduation;Together;76081.0;292;63;5;2
6287;1986;Graduation;Together;34728.0;14;0;1;6
5985;1965;Master;Single;33168.0;80;0;1;7
4754;1966;Master;Married;33585.0;30;13;0;4
4002;1960;PhD;Married;77037.0;463;168;7;3
8870;1984;Graduation;Together;35196.0;75;43;1;8
966;1966;Graduation;Married;44529.0;538;17;2;5
4767;1965;2n Cycle;Married;70924.0;635;132;6;3
9725;1966;PhD;Together;28764.0;8;0;0;8
4475;1949;PhD;Married;69098.0;1315;145;8;5
5740;1970;2n Cycle;Divorced;25959.0;4;7;2;6
5731;1983;Master;Married;27100.0;12;2;0;7
7290;1985;Graduation;Single;70596.0;347;17;5;2
3846;1974;Graduation;Married;42557.0;192;0;1;8
8104;1951;PhD;Married;53312.0;241;0;1;7
4507;1952;Graduation;Single;72228.0;631;30;7;3
11013;1987;Graduation;Together;67605.0;336;184;8;1
4491;1949;Master;Married;62845.0;1099;0;4;8
3759;1958;Graduation;Together;65196.0;743;12;6;5
1162;1987;PhD;Single;42000.0;124;85;2;5
2055;1973;PhD;Divorced;35860.0;15;4;1;5
10766;1964;PhD;Married;65526.0;397;12;4;2
4415;1961;Graduation;Married;16860.0;10;3;1;7
3005;1992;Graduation;Single;83528.0;530;134;10;1
2223;1965;2n Cycle;Divorced;64176.0;1215;64;9;6
4817;1956;Graduation;Divorced;22304.0;3;0;0;8
2875;1978;Graduation;Married;67023.0;444;11;7;2
10536;1971;PhD;Together;32892.0;26;2;0;8
11112;1966;Graduation;Together;70713.0;736;82;6;3
3807;1955;Graduation;Together;59925.0;473;19;2;6
9197;1953;Graduation;Married;39722.0;32;2;0;5
10832;1958;Graduation;Together;46610.0;288;4;1;6
6421;1961;Graduation;Together;88347.0;1050;77;7;1
4207;1981;PhD;Married;87171.0;1001;58;7;2
577;1976;2n Cycle;Together;26907.0;9;0;0;7
10855;1968;Master;Single;50014.0;234;19;1;5
3081;1978;PhD;Married;41014.0;7;2;0;7
3535;1965;Graduation;Single;66294.0;251;65;3;2
247;1971;Graduation;Married;36715.0;172;21;2;9
8707;1956;Graduation;Married;79456.0;565;64;6;3
9523;1982;Graduation;Together;40479.0;5;2;0;4
6072;1970;Master;Single;75345.0;918;99;8;3
6295;1977;Graduation;Married;54233.0;652;21;6;8
10914;1970;Graduation;Single;24163.0;4;2;0;4
1509;1958;PhD;Together;84460.0;152;106;9;5
5577;1983;Graduation;Together;43776.0;8;2;0;6
7348;1958;PhD;Single;71691.0;336;240;7;2
1127;1973;PhD;Married;85844.0;938;25;6;2
1833;1974;PhD;Single;39190.0;68;19;1;5
4944;1959;Graduation;Together;71367.0;227;42;5;2
9080;1972;PhD;Single;38578.0;38;3;0;8
6466;1965;PhD;Married;57236.0;105;2;1;3
9964;1979;Graduation;Single;61825.0;162;55;2;4
4790;1958;Graduation;Divorced;79803.0;574;21;3;1
10245;1986;2n Cycle;Single;80910.0;160;67;3;1
1109;1982;Master;Together;27590.0;6;0;0;7
6001;1979;Graduation;Married;56775.0;614;58;8;5
5538;1975;Graduation;Divorced;83829.0;897;186;7;1
10552;1979;2n Cycle;Married;54210.0;70;80;1;5
1545;1986;Graduation;Married;38508.0;120;25;2;8
7409;1970;Graduation;Together;53187.0;211;7;1;5
4444;1972;Graduation;Married;30023.0;11;7;0;8
146;1960;PhD;Single;76045.0;760;17;5;2
6271;1952;PhD;Married;50870.0;53;0;0;5
10065;1970;2n Cycle;Married;15315.0;7;15;0;5
4741;1974;2n Cycle;Married;65463.0;391;21;2;5
246;1965;Graduation;Married;66480.0;199;20;1;4
375;1954;Graduation;Divorced;76773.0;516;86;2;1
1524;1983;2n Cycle;Single;81698.0;709;30;2;5
10022;1973;PhD;Single;54466.0;12;0;0;5
7451;1960;Master;Single;98777.0;1000;125;6;1
11010;1984;PhD;Single;16269.0;19;3;0;8
4356;1971;Graduation;Together;71819.0;1224;0;3;6
3885;1983;PhD;Married;33569.0;16;3;1;8
1175;1983;Master;Married;36262.0;88;64;5;6
880;1966;Basic;Together;22634.0;2;8;1;8
2320;1978;2n Cycle;Married;47025.0;508;23;1;9
850;1968;Graduation;Single;70566.0;381;84;5;3
4713;1979;PhD;Married;31605.0;74;2;1;7
675;1973;Master;Divorced;52034.0;146;7;2;7
5025;1979;Graduation;Single;48526.0;23;43;1;3
2308;1954;Graduation;Married;46734.0;110;26;1;7
5995;1962;Graduation;Divorced;39552.0;165;4;2;8
6749;1966;Graduation;Single;86358.0;957;82;3;8
1010;1977;Graduation;Together;46931.0;41;3;1;3
8977;1985;Basic;Single;16581.0;1;2;0;4
4756;1952;2n Cycle;Divorced;63998.0;176;0;6;4
3412;1951;Master;Married;67381.0;815;11;2;7
606;1967;Graduation;Single;25930.0;6;2;0;7
5961;1978;Graduation;Married;42693.0;8;6;0;5
2975;1976;Graduation;Together;85606.0;717;219;7;3
2894;1985;Graduation;Single;72903.0;1067;0;5;4
7613;1974;2n Cycle;Together;49669.0;166;11;1;6
10542;1968;PhD;Married;36778.0;29;2;0;9
8015;1962;PhD;Divorced;85696.0;714;116;6;1
10617;1989;Master;Divorced;10979.0;8;2;0;5
11166;1961;Graduation;Married;49678.0;229;3;2;7
849;1953;Master;Together;56129.0;320;39;2;4
523;1989;Graduation;Married;37155.0;23;7;0;5
4066;1978;2n Cycle;Divorced;21282.0;1;4;1;6
8414;1962;PhD;Single;33419.0;56;0;0;7
819;1945;Graduation;Widow;63285.0;508;50;5;3
4961;1974;Master;Together;21255.0;29;2;1;4
749;1981;Graduation;Together;42162.0;46;2;1;6
5430;1956;Graduation;Together;54450.0;454;8;2;8
7755;1954;PhD;Married;57744.0;350;0;1;8
10525;1986;Graduation;Single;26576.0;10;0;0;9
1453;1943;PhD;Widow;57513.0;735;52;3;6
8310;1964;Graduation;Together;68142.0;897;91;4;6
10710;1979;Graduation;Married;7500.0;5;3;0;8
5031;1974;Graduation;Together;83145.0;777;39;9;2
2613;1960;Master;Married;54197.0;162;6;3;1
213;1963;PhD;Single;23091.0;35;0;1;7
967;1976;Graduation;Married;46049.0;342;19;2;7
1077;1974;Graduation;Together;56715.0;258;237;3;4
7959;1961;Graduation;Married;79410.0;658;123;2;1
640;1951;Graduation;Married;57304.0;356;138;6;5
4252;1965;Graduation;Married;44375.0;213;7;1;5
8432;1956;Graduation;Together;54450.0;454;8;2;8
6218;1965;Graduation;Married;59594.0;457;0;1;7
6905;1994;Graduation;Together;80685.0;241;34;4;2
5922;1974;PhD;Married;40344.0;210;0;1;7
3598;1972;Graduation;Married;62710.0;441;7;2;4
6116;1968;2n Cycle;Married;48985.0;19;10;1;3
6263;1968;Graduation;Together;35322.0;28;12;0;8
10486;1948;Graduation;Married;77142.0;476;29;4;2
2410;1969;Graduation;Single;81657.0;364;158;4;1
193;1996;Basic;Married;14421.0;0;3;0;5
3363;1974;2n Cycle;Married;20130.0;0;7;0;8
8278;1990;PhD;Married;74214.0;863;86;2;5
10660;1957;Master;Married;66726.0;349;0;2;7
8686;1979;Basic;Together;23724.0;5;0;0;8
1604;1960;Master;Married;47353.0;184;8;2;5
5907;1952;Master;Married;33444.0;8;0;0;8
10669;1981;Graduation;Married;54386.0;277;62;2;3
2918;1981;Graduation;Divorced;28510.0;44;0;0;5
5735;1991;Master;Single;90638.0;1156;94;4;1
359;1950;Graduation;Together;48070.0;373;6;2;7
8387;1957;Graduation;Married;43140.0;134;6;1;6
1829;1961;PhD;Divorced;54959.0;1148;0;5;7
3839;1958;Basic;Single;15056.0;6;21;2;5
9392;1971;Graduation;Single;26954.0;4;0;0;7
2292;1985;Graduation;Single;22327.0;5;2;0;5
10466;1965;Graduation;Married;44393.0;24;2;0;4
9855;1952;PhD;Single;62000.0;899;0;6;4
4088;1962;PhD;Together;31497.0;108;13;1;8
5231;1974;2n Cycle;Married;45894.0;27;0;0;5
590;1970;Master;Divorced;78579.0;816;216;6;3
8732;1969;Master;Widow;67369.0;1298;37;4;4
2315;1960;Graduation;Divorced;58401.0;10;17;2;4
3515;1952;Graduation;Single;62307.0;87;10;0;5
2245;1969;Master;Married;43641.0;57;4;1;6
6283;1968;Master;Divorced;63841.0;635;20;3;6
2246;1965;2n Cycle;Married;46891.0;43;29;1;4
6606;1969;Master;Married;70091.0;964;15;2;8
5545;1972;PhD;Married;78075.0;572;34;5;1
7342;1961;2n Cycle;Widow;59184.0;341;259;6;5
837;1977;Graduation;Married;54809.0;63;13;1;4
9500;1959;Graduation;Married;58113.0;221;102;2;7
3602;1958;Master;Married;51412.0;140;4;2;4
234;1979;Graduation;Divorced;15287.0;1;4;1;7
2995;1957;Master;Together;66636.0;291;84;4;1
1118;1956;Master;Married;50965.0;544;8;4;8
7789;1965;PhD;Married;84618.0;684;21;9;2
3068;1990;Graduation;Married;18351.0;1;0;0;7
8955;1957;PhD;Together;40451.0;35;0;1;5
945;1965;Graduation;Together;36317.0;87;3;0;7
5644;1957;Graduation;Together;42213.0;309;4;1;7
7192;1955;Graduation;Together;65748.0;172;95;4;1
2324;1972;Graduation;Together;77044.0;625;50;11;4
697;1969;Graduation;Together;74918.0;972;25;9;3
3439;1972;Graduation;Married;56721.0;157;6;1;6
1506;1975;Graduation;Single;42160.0;48;3;1;6
232;1965;Graduation;Single;61559.0;279;32;2;3
8876;1963;PhD;Together;33629.0;132;0;1;9
4500;1991;PhD;Together;68682.0;919;99;9;2
9739;1963;Graduation;Single;34377.0;62;3;2;7
10395;1986;Basic;Single;8940.0;1;4;1;8
1176;1973;Graduation;Married;26228.0;2;3;0;8
1627;1957;2n Cycle;Divorced;77297.0;408;48;7;4
938;1981;Graduation;Married;40211.0;51;2;1;8
2740;1958;PhD;Widow;33438.0;62;3;1;5
257;1959;PhD;Married;75032.0;952;47;4;3
4058;1955;PhD;Single;61284.0;618;20;2;6
7736;1986;Graduation;Married;22518.0;11;2;1;5
8210;1975;Master;Married;54730.0;318;4;1;4
833;1955;Master;Married;38452.0;56;0;0;7
6230;1971;Graduation;Divorced;44421.0;110;7;0;8
7325;1986;PhD;Together;38197.0;23;2;0;5
1307;1978;Graduation;Divorced;41986.0;27;8;0;4
1502;1983;Graduation;Together;28427.0;18;3;0;8
6211;1976;PhD;Together;37395.0;18;0;0;6
843;1971;Graduation;Married;64722.0;303;60;2;6
4174;1956;Master;Together;55249.0;97;2;1;3
9757;1972;Graduation;Together;84906.0;997;99;6;2
6918;1989;Graduation;Married;28691.0;5;8;0;8
286;1952;Graduation;Single;44213.0;95;0;1;6
11086;1984;Basic;Single;25707.0;1;3;0;7
1921;1967;PhD;Married;59062.0;46;3;0;4
4138;1962;Graduation;Single;76624.0;411;54;10;1
7718;1947;Master;Together;66000.0;244;101;3;1
1291;1978;PhD;Together;27683.0;152;12;2;8
6862;1971;Graduation;Divorced;1730.0;1;1;0;20
4136;1992;Basic;Single;7500.0;10;8;2;9
803;1968;Graduation;Together;40521.0;12;0;1;5
4298;1973;PhD;Together;20427.0;5;0;0;8
10833;1975;Graduation;Married;65106.0;790;12;3;6
9606;1965;PhD;Married;69969.0;882;38;2;3
8534;1952;Graduation;Married;67433.0;615;12;5;4
5153;1967;PhD;Married;77766.0;1004;115;10;6
961;1972;Graduation;Married;74716.0;133;13;3;4
5011;1963;Graduation;Divorced;68118.0;595;10;9;6
6653;1970;PhD;Married;55158.0;293;4;2;7
9094;1955;2n Cycle;Married;62972.0;313;20;4;6
810;1975;Graduation;Married;74190.0;151;168;2;2
5493;1976;Graduation;Married;39356.0;15;0;0;6
2147;1969;Graduation;Together;76653.0;736;219;7;2
5107;1973;PhD;Divorced;35860.0;15;4;1;5
3979;1983;PhD;Divorced;90687.0;982;23;2;2
6049;1982;Master;Together;73450.0;1142;90;8;3
8147;1960;Graduation;Married;31454.0;28;0;0;8
1857;1952;Graduation;Single;47139.0;46;0;1;7
3910;1975;Graduation;Divorced;83829.0;897;186;7;1
5207;1963;PhD;Married;53378.0;489;8;4;8
11114;1970;Graduation;Together;19656.0;25;6;1;7
5429;1948;PhD;Married;45579.0;145;2;1;6
9400;1958;2n Cycle;Single;85485.0;630;44;6;2
1740;1944;Graduation;Married;55956.0;760;50;3;4
7488;1963;Master;Single;64191.0;420;151;3;3
195;1972;Graduation;Single;38808.0;125;3;1;8
635;1966;Master;Married;57183.0;464;7;1;8
7527;1968;Master;Divorced;23748.0;6;12;1;8
10319;1971;Graduation;Married;66303.0;1090;16;4;8
2296;1975;Master;Married;37368.0;3;2;0;6
10637;1964;Graduation;Married;40800.0;24;8;0;7
2931;1978;Graduation;Divorced;71847.0;737;55;7;3
907;1975;Graduation;Married;46149.0;254;4;1;5
3698;1983;Graduation;Together;78687.0;817;145;6;2
9516;1971;2n Cycle;Divorced;49118.0;620;99;7;7
679;1957;PhD;Married;37633.0;13;0;0;9
7384;1951;Master;Together;39767.0;113;34;1;8
5043;1951;Basic;Married;26997.0;7;133;2;7
5267;1970;Graduation;Divorced;33986.0;16;2;0;7
339;1972;PhD;Married;57091.0;462;6;2;7
2516;1969;2n Cycle;Married;46831.0;22;6;2;4
9010;1972;Master;Married;83151.0;968;137;7;2
378;1971;Graduation;Married;52531.0;283;51;2;6
4808;1956;Graduation;Married;15759.0;1;6;0;7
5068;1971;Graduation;Single;22804.0;14;2;0;9
7628;1973;2n Cycle;Married;43050.0;30;6;0;5
7128;1977;PhD;Single;42997.0;4;0;0;7
2811;1963;PhD;Single;48918.0;52;0;0;4
3551;1954;Master;Together;60033.0;62;19;1;2
1663;1978;PhD;Together;34043.0;20;3;0;9
5543;1966;Graduation;Together;57811.0;545;37;2;5
1577;1946;Graduation;Married;78569.0;558;207;6;1
10641;1978;Graduation;Single;7500.0;6;13;1;6
5336;1971;Master;Together;157733.0;39;2;0;1
6024;1953;Graduation;Together;94384.0;1111;160;8;2
1878;1985;2n Cycle;Married;23148.0;4;6;0;7
3099;1970;Graduation;Divorced;44267.0;183;3;2;9
6055;1979;Graduation;Married;71626.0;546;94;5;3
5841;1966;Graduation;Together;60894.0;606;10;3;7
3972;1976;Graduation;Together;50200.0;266;8;1;8
4394;1965;PhD;Married;81051.0;1142;38;5;2
5758;1982;Graduation;Married;65169.0;1074;0;4;6
6658;1972;Graduation;Together;59868.0;771;54;2;6
4603;1960;PhD;Married;65695.0;371;0;4;4
8427;1956;Master;Single;64857.0;556;210;5;4
10260;1965;Master;Together;45143.0;202;11;1;7
7143;1955;2n Cycle;Together;74805.0;209;41;7;2
8789;1989;2n Cycle;Married;59060.0;35;36;1;4
6197;1962;PhD;Single;27238.0;37;0;0;9
4554;1965;Graduation;Together;47009.0;171;59;2;4
4937;1973;2n Cycle;Married;46094.0;12;3;0;7
1920;1972;Graduation;Married;40321.0;44;6;0;7
8749;1984;Graduation;Together;37235.0;20;4;1;4
1650;1960;Master;Married;81843.0;779;34;9;3
10377;1958;Master;Together;46692.0;170;24;1;6
9206;1968;Graduation;Together;77382.0;491;112;7;1
10971;1977;Graduation;Single;37774.0;173;7;2;9
6398;1974;Basic;Married;18393.0;7;16;0;8
9212;1962;Master;Married;72828.0;1205;19;3;7
7937;1982;Graduation;Married;24711.0;10;6;0;7
839;1975;PhD;Married;45503.0;97;6;1;5
4246;1982;Master;Single;6560.0;67;4;0;17
158;1945;PhD;Together;71604.0;345;98;3;4
4832;1979;Graduation;Married;27244.0;6;3;2;7
5621;1969;Graduation;Married;48752.0;73;71;1;9
1945;1962;Graduation;Married;71434.0;711;172;4;4
5147;1948;Graduation;Single;90842.0;774;182;9;1
2535;1978;Master;Married;88097.0;163;0;5;9
11039;1975;Graduation;Married;51948.0;82;71;2;5
9495;1982;Graduation;Together;71853.0;358;141;8;1
9635;1983;Master;Married;35876.0;66;4;1;6
2173;1952;Graduation;Widow;40049.0;13;0;0;6
942;1982;Graduation;Single;39660.0;139;20;1;9
9386;1962;Graduation;Together;50127.0;274;4;1;6
5510;1977;Master;Married;43263.0;262;0;2;5
873;1949;Master;Married;62845.0;1099;0;4;8
2253;1990;Graduation;Married;18929.0;32;23;0;6
5181;1982;Basic;Single;24367.0;2;0;0;9
979;1975;Graduation;Single;33249.0;6;19;1;6
10390;1959;2n Cycle;Married;26887.0;6;3;0;6
4698;1983;PhD;Married;50150.0;135;65;2;5
7793;1976;Graduation;Together;62061.0;641;0;4;6
1745;1962;PhD;Divorced;85696.0;714;116;6;1
10590;1956;PhD;Together;76542.0;794;0;8;2
5080;1993;Graduation;Single;70515.0;420;182;6;2
8369;1987;Graduation;Together;18227.0;1;4;1;8
5232;1965;Graduation;Married;69139.0;86;33;1;4
2407;1982;Graduation;Married;69109.0;823;124;6;4
3834;1962;Graduation;Single;69627.0;231;171;2;5
7912;1978;Graduation;Married;38136.0;8;0;1;8
7712;1946;PhD;Single;62159.0;182;77;2;4
1065;1963;Graduation;Single;80695.0;557;193;8;2
7275;1971;Master;Single;33316.0;79;4;1;6
1343;1968;Graduation;Together;58554.0;368;38;2;7
1384;1992;Basic;Married;17256.0;6;8;1;8
9967;1974;Graduation;Divorced;53034.0;160;15;1;8
6181;1950;2n Cycle;Together;52203.0;488;56;7;6
10507;1977;2n Cycle;Divorced;59601.0;691;0;2;8
2674;1958;Master;Single;75154.0;543;160;3;3
2698;1976;Graduation;Single;47025.0;254;20;3;6
3231;1973;Graduation;Married;37971.0;5;2;0;8
4096;1968;Master;Divorced;41335.0;112;16;1;7
10476;1958;Graduation;Married;67267.0;134;15;2;2
5948;1975;Graduation;Single;57338.0;143;11;1;5
9140;1960;2n Cycle;Together;50523.0;51;4;0;6
10258;1965;Master;Single;35791.0;27;0;0;8
5675;1960;PhD;Divorced;50611.0;459;6;5;6
4743;1969;PhD;Married;56242.0;689;11;4;6
8805;1960;Graduation;Single;48904.0;283;0;2;8
1542;1975;Graduation;Single;56243.0;347;4;2;5
6770;1985;Graduation;Married;21355.0;5;0;1;6
8773;1971;Master;Together;57420.0;280;0;1;7
10475;1970;Master;Together;0.0;187;26;2;5
10420;1955;Master;Divorced;46390.0;95;2;2;7
7514;1956;2n Cycle;Together;54342.0;84;11;1;6
2902;1958;Graduation;Together;0.0;19;2;0;5
4345;1964;2n Cycle;Single;0.0;5;2;0;7
793;1973;Graduation;Married;20895.0;18;3;0;9
10909;1948;Graduation;Married;92344.0;992;51;10;1
3769;1972;PhD;Together;0.0;25;0;0;7
8702;1976;2n Cycle;Together;26907.0;9;0;0;7
4791;1980;Graduation;Together;44964.0;19;2;0;8
2963;1979;Graduation;Together;75507.0;709;104;6;3
8216;1972;Master;Married;53761.0;158;13;4;5
8140;1973;Graduation;Together;22682.0;10;4;1;4
10146;1972;PhD;Together;38887.0;25;0;0;7
5289;1975;2n Cycle;Single;41658.0;8;15;1;4
2587;1972;PhD;Married;29791.0;14;0;0;5
4405;1956;Master;Married;63915.0;622;30;3;5
8663;1974;Graduation;Divorced;39996.0;11;0;0;6
2589;1972;Graduation;Divorced;26759.0;25;8;1;6
3421;1968;Master;Divorced;63841.0;635;20;3;6
10490;1969;PhD;Married;51039.0;100;65;2;7
4094;1961;Graduation;Married;60544.0;201;3;1;6
9958;1972;Graduation;Married;65685.0;642;0;2;5
2534;1953;Graduation;Married;37716.0;97;6;1;7
4188;1957;Graduation;Single;36864.0;204;17;2;8
6613;1970;Master;Married;44511.0;513;46;4;8
10827;1967;PhD;Married;36947.0;88;4;0;9
5491;1951;Master;Together;47352.0;172;8;1;7
8402;1953;Master;Married;67087.0;329;130;5;4
8783;1950;Graduation;Married;57045.0;296;11;2;3
10010;1953;PhD;Divorced;36957.0;100;2;2;9
618;1977;PhD;Married;69389.0;422;69;2;4
9121;1972;Graduation;Married;80134.0;1218;104;3;6
361;1969;Master;Married;43142.0;5;2;0;7
4310;1944;Graduation;Married;80589.0;507;242;10;1
2678;1990;Graduation;Single;34412.0;52;4;0;9
6376;1979;Graduation;Single;57537.0;191;51;3;4
524;1966;Basic;Together;22634.0;2;8;1;8
10341;1948;Graduation;Together;51315.0;68;16;2;2
5654;1972;Graduation;Married;36026.0;20;6;0;6
4098;1973;Graduation;Married;24639.0;20;0;0;6
5824;1972;PhD;Together;34578.0;7;0;0;6
7000;1972;2n Cycle;Single;65704.0;279;38;10;1
2561;1966;Graduation;Single;63810.0;977;16;3;8
5229;1969;PhD;Together;54132.0;30;0;0;7
4086;1959;Graduation;Married;18690.0;6;23;1;8
2428;1970;Graduation;Married;28164.0;3;11;0;7
8254;1974;PhD;Married;34596.0;14;0;0;8
2836;1972;PhD;Married;43269.0;10;0;0;8
8418;1958;2n Cycle;Single;38741.0;7;8;0;7
1362;1972;Graduation;Single;31907.0;33;175;1;7
7152;1983;Master;Married;27100.0;12;2;0;7
10033;1973;2n Cycle;Divorced;31163.0;2;11;0;6
9349;1985;Graduation;Married;92533.0;693;110;5;2
274;1973;Graduation;Single;34853.0;9;2;0;6
3388;1967;Graduation;Divorced;70844.0;129;3;1;7
922;1979;2n Cycle;Married;31086.0;16;3;1;8
8588;1961;Graduation;Married;60544.0;201;3;1;6
2518;1986;2n Cycle;Together;20491.0;5;4;1;7
574;1964;Graduation;Married;42523.0;14;3;1;2
3220;1983;Graduation;Married;39922.0;29;19;0;8
5967;1952;Graduation;Together;33402.0;26;10;1;8
1183;1949;Master;Married;36408.0;9;3;0;6
6856;1979;Graduation;Together;21645.0;14;4;0;9
4530;1948;Master;Widow;78427.0;972;180;7;3
1553;1946;Graduation;Together;82657.0;966;246;5;4
4682;1958;Graduation;Married;51876.0;99;28;2;1
8204;1971;2n Cycle;Married;78041.0;482;72;4;2
5221;1957;Graduation;Married;52852.0;714;11;7;8
1232;1982;PhD;Together;70038.0;587;71;4;2
1927;1973;2n Cycle;Together;69401.0;399;58;4;2
5788;1972;Graduation;Together;46053.0;56;19;2;5
6652;1965;Graduation;Married;77343.0;227;98;4;1
6246;1953;Graduation;Single;73892.0;703;0;11;1
5975;1967;PhD;Single;40304.0;37;0;0;7
6875;1965;PhD;Together;32727.0;167;86;3;8
4399;1969;Graduation;Together;68695.0;458;106;4;2
4042;1971;Graduation;Divorced;43300.0;91;2;0;8
2157;1972;Graduation;Together;26290.0;15;11;0;6
10133;1970;Graduation;Single;93790.0;1302;89;7;2
2525;1974;PhD;Married;38410.0;153;116;2;6
8233;1950;Master;Widow;64866.0;508;7;3;5
9483;1959;Graduation;Together;57957.0;290;77;6;3
2945;1955;PhD;Together;46015.0;38;0;0;7
10403;1978;Graduation;Together;16531.0;2;7;0;7
5074;1986;Master;Married;28072.0;30;2;0;7
10524;1963;Master;Divorced;49476.0;386;54;11;2
4690;1953;Graduation;Married;50725.0;443;0;1;8
7521;1952;Graduation;Together;83844.0;901;75;4;1
7196;1950;PhD;Married;41145.0;9;0;0;3
4406;1970;Graduation;Together;67419.0;846;91;4;5
9672;1970;2n Cycle;Married;23162.0;8;19;1;6
4864;1977;Graduation;Married;34380.0;72;13;1;8
4706;1966;Graduation;Single;34704.0;29;0;0;5
4070;1969;PhD;Married;94871.0;169;188;5;7
25;1958;Graduation;Married;65148.0;460;33;6;4
3697;1954;Graduation;Together;39898.0;69;12;0;7
217;1956;Master;Single;64857.0;556;210;5;4
4220;1970;PhD;Married;59892.0;73;0;1;3
5286;1987;Master;Single;41020.0;112;7;2;3
9559;1961;PhD;Married;57072.0;944;0;5;5
2849;1979;Graduation;Single;60474.0;265;234;2;7
7787;1960;Graduation;Together;62807.0;526;10;3;5
3102;1981;2n Cycle;Together;19414.0;2;3;0;8
5868;1980;Graduation;Married;19107.0;2;10;0;7
8370;1976;2n Cycle;Together;75484.0;378;197;3;4
9988;1976;Master;Single;70379.0;553;65;3;4
2939;1970;Master;Together;79419.0;751;20;6;2
5529;1946;PhD;Together;64014.0;406;0;2;7
9743;1955;Graduation;Married;76998.0;1449;69;8;6
5763;1972;Master;Together;49854.0;123;39;2;6
3478;1971;PhD;Married;60585.0;267;55;4;5
7494;1950;PhD;Divorced;42873.0;209;3;1;8
1763;1988;Graduation;Together;87679.0;1259;97;11;4
7250;1978;Graduation;Together;57867.0;344;15;2;6
2005;1990;Graduation;Married;35765.0;22;0;0;6
10770;1959;Graduation;Married;65492.0;247;210;7;2
6885;1977;Graduation;Divorced;32952.0;38;3;0;7
2072;1969;PhD;Together;53374.0;896;13;2;9
9463;1959;Graduation;Together;71706.0;931;91;5;5
6318;1988;Graduation;Married;68487.0;758;33;7;4
4093;1975;Master;Together;53253.0;216;20;3;5
5751;1973;2n Cycle;Divorced;31163.0;2;11;0;6
3340;1977;Graduation;Married;42014.0;244;4;1;8
3594;1973;Master;Married;54108.0;539;8;2;8
3584;1955;PhD;Single;49667.0;1181;17;10;8
3643;1974;Master;Married;63206.0;750;11;3;2
851;1972;Master;Married;57136.0;306;21;2;6
7706;1975;2n Cycle;Together;46772.0;350;197;8;8
3967;1971;PhD;Married;78931.0;331;58;8;1
10128;1958;Graduation;Together;53977.0;620;0;5;5
486;1988;Graduation;Married;84219.0;434;45;4;1
9;1975;Master;Single;46098.0;57;0;2;8
9451;1965;Graduation;Married;73538.0;811;99;4;7
9264;1986;Graduation;Married;79529.0;423;73;8;2
3865;1977;2n Cycle;Together;20981.0;2;6;1;8
2853;1980;Graduation;Single;51766.0;60;6;2;5
1490;1962;Graduation;Married;55759.0;675;10;3;8
6310;1978;Graduation;Married;33039.0;30;8;0;5
10380;1972;Master;Married;37787.0;40;4;0;8
3887;1970;Graduation;Single;27242.0;3;20;0;9
4278;1983;PhD;Single;87188.0;910;49;2;3
8643;1971;Graduation;Together;69930.0;252;219;5;3
1998;1976;Graduation;Single;37697.0;34;11;1;6
10795;1973;PhD;Married;37401.0;19;3;0;7
11110;1973;Graduation;Single;3502.0;2;0;0;14
2408;1976;Graduation;Married;58597.0;490;10;4;7
202;1948;PhD;Widow;82032.0;332;149;6;1
7998;1958;Graduation;Together;28087.0;53;13;2;7
830;1987;PhD;Single;74004.0;784;42;6;3
3536;1960;Graduation;Together;19740.0;7;10;1;5
6050;1975;2n Cycle;Married;57036.0;1171;19;3;9
125;1958;2n Cycle;Together;53083.0;215;3;1;7
3463;1975;PhD;Married;69283.0;674;0;3;5
2804;1975;Master;Single;46098.0;57;0;2;8
3745;1988;2n Cycle;Married;23331.0;5;0;0;8
9771;1988;2n Cycle;Single;23331.0;104;24;1;9
451;1989;Graduation;Single;9255.0;9;2;1;8
10530;1959;PhD;Widow;67786.0;431;80;6;1
1079;1971;PhD;Married;71969.0;1000;0;4;8
8920;1967;Master;Single;59235.0;448;80;2;7
6678;1989;Graduation;Together;31928.0;33;4;0;7
3852;1961;Master;Together;74881.0;505;36;2;5
528;1978;Graduation;Married;65819.0;267;149;4;3
73;1953;PhD;Single;51411.0;14;0;0;5
5589;1964;Graduation;Divorced;51983.0;631;10;2;7
10212;1986;Master;Together;42386.0;65;0;0;8
6365;1987;2n Cycle;Married;30390.0;10;25;0;6
5636;1963;Graduation;Single;30983.0;51;12;0;8
591;1957;Graduation;Widow;66033.0;293;46;3;7
2217;1975;2n Cycle;Married;37284.0;11;2;0;6
2544;1951;Master;Divorced;57530.0;50;6;1;1
7725;1965;2n Cycle;Married;76800.0;173;35;4;1
8091;1956;Graduation;Married;63943.0;423;13;4;5
7321;1962;Graduation;Together;76081.0;292;63;5;2
5462;1974;Graduation;Married;67445.0;757;29;6;6
7791;1967;Master;Married;37054.0;12;0;0;7
